1621581144 0 0 0
1621585637 4618 0 0
1628060822 5063 0 0
1628239608 5069 0 0
1628239764 5069 0 0
1629961614 5085 0 0
1629961709 5085 0 0
1629964228 5119 0 0
1629965075 5130 0 0
1629969828 5141 0 0
1630036082 5180 0 0
1632305759 5180 54 0
1632799813 5190 54 0
1632799872 5190 54 0
1632912767 5274 54 0
1632916397 5276 54 0
1632989767 5281 54 0
1635306532 5313 54 0
1635413707 5318 54 0
1637222204 5561 54 0
1637742443 5562 54 0
1638174446 5574 54 0
1638256654 5612 54 0
1638327972 5613 54 0
1638777689 5622 54 0
1640054425 5653 54 0
1641892869 5654 54 0
1648536148 8406 54 0
1648537113 8419 54 0
1648537491 8422 54 0
1648537895 8427 54 0
1648538058 8429 54 0
1648538300 8435 54 0
1648538419 8441 54 0
1648542421 8442 54 0
1648543444 8453 54 0
1648543807 8456 54 0
1648543991 8459 54 0
1648544111 8460 54 0
1648612126 8469 54 0
1648612640 8470 54 0
1648633553 8472 54 0
1648692470 8475 54 0
1649406665 8476 54 0
1649752357 9064 54 0
1649758515 9129 54 0
1649817764 9131 54 0
1649822764 9549 54 0
1649929650 9554 54 0
1649992942 9569 54 0
1650002611 9602 54 0
1650004156 9628 54 0
1650265970 9899 54 0
1650267884 9900 54 0
1650363981 9991 54 0
1650364887 9993 54 0
1650521583 10048 54 0
1650617488 11030 54 0
1650788884 11097 54 0
1650790916 11097 139 0
1650791020 11097 1466 0
1650855873 11176 1466 0
1650856102 11176 1466 0
1650858610 11176 1466 0
1650858672 11176 1466 0
1650858726 11176 1466 0
1650865780 11178 1466 0
1650940088 11178 1471 0
1650940400 11178 1473 0
1650942099 11178 1607 0
1650942187 11178 1610 0
1650943868 11178 1693 0
1650945011 11178 1693 2
1650945252 11178 1693 2
1650945264 11178 1693 2
1650945404 11178 1693 10
1650945421 11178 1693 10
1650952660 11178 4066 10
1650952682 11178 4066 10
1650953171 11178 4066 10
1650953235 11178 4066 10
1650969499 11178 4078 10
1650975574 11178 4086 10
1651028147 11179 4086 10
1651736358 11180 4086 10
1651736862 11184 4086 10
1651742071 11202 4086 10
1651745247 11203 4086 10
1651749557 11213 4086 10
1651803068 11217 4086 10
1652146392 11217 4086 10
1652767458 11382 4086 10
1656490885 11407 4086 10
1658990147 11416 4086 10
1660189782 11429 4086 10
1662455203 11438 4086 10
1665389490 11474 4086 10
1666078495 11516 4086 10
1666081086 11557 4086 10
1667358382 11568 4086 10
1680509345 11569 4086 10
1685595452 11570 4086 10
1685597623 11570 4086 10
1687252266 11576 4086 10
1688027230 11685 4086 10
1690947997 11768 4086 10
1690974396 11768 4580 10
1690988486 11768 4797 10
1690988816 11768 4798 10
1691028693 11768 4809 10
1691030141 11768 4810 10
1691035540 11768 4879 10
1691043374 11768 4896 10
1691046467 11768 4975 10
1691049499 11768 4977 10
1700190978 11817 4977 10
1700191306 11817 4977 10
1700791630 11826 4977 10
1706510405 12372 4977 10
1713771292 12462 4977 10
1713777374 12545 4977 10
1713852737 12581 4977 10
1713930805 12603 4977 10
1713936953 12606 4977 10
1714096614 12625 4977 10
