1627959234 1 0 0 0
1627962328 1 1 0 0
1628047357 1 2 0 0
1628146304 1 3 0 0
1628153888 1 4 0 0
1628158718 1 5 0 0
1628239635 1 6 0 0
1628479364 2 6 0 0
1628487493 3 6 0 0
1628491607 4 6 0 0
1628491911 5 6 0 0
1628492201 6 6 0 0
1628494246 6 7 0 0
1628500852 7 7 0 0
1628559048 7 8 0 0
1628580894 7 9 0 0
1628581826 7 10 0 0
1628583194 7 11 0 0
1628584851 7 12 0 0
1628585117 7 13 0 0
1628587185 7 14 0 0
1628647507 7 15 0 0
1628649930 7 16 0 0
1628663706 7 17 0 0
1628674881 7 18 0 0
1628736571 7 19 0 0
1628738944 7 20 0 0
1628748838 7 21 0 0
1628763261 7 22 0 0
1628841965 7 23 0 0
1628844281 7 24 0 0
1628996325 7 24 0 1
1629013426 7 25 0 1
1629013788 7 26 0 1
1629014027 7 27 0 1
1629014297 7 28 0 1
1629014934 7 29 0 1
1629015189 7 30 0 1
1629015360 7 31 0 1
1629015775 7 32 0 1
1629016057 7 33 0 1
1629016303 7 34 0 1
1629022483 7 35 0 1
1629022835 7 36 0 1
1629023016 7 37 0 1
1629023154 7 38 0 1
1629023206 7 39 0 1
1629025526 7 40 0 1
1629182716 7 41 0 1
1629182916 7 42 0 1
1629184492 7 43 0 1
1629188163 7 44 0 1
1629196737 7 45 0 1
1629197689 7 46 0 1
1629253389 7 47 0 1
1629257501 7 48 0 1
1629258014 7 49 0 1
1629272487 7 50 0 1
1629272791 7 51 0 1
1629273257 7 52 0 1
1629273422 7 53 0 1
1629278554 7 54 0 1
1629278781 7 55 0 1
1629278890 7 56 0 1
1629280391 7 57 0 1
1629281181 7 58 0 1
1629281493 7 59 0 1
1629337428 7 60 0 1
1629360932 7 61 0 1
1629360963 7 62 0 1
1629362063 7 63 0 1
1629362695 7 64 0 1
1629363217 7 65 0 1
1629365822 7 66 0 1
1629366215 7 67 0 1
1629367285 7 68 0 1
1629438285 7 69 0 1
1629683634 7 70 0 1
1629775179 7 71 0 1
1629965046 7 72 0 1
1631065491 7 73 0 1
1631091366 7 74 0 1
1631091890 7 75 0 1
1631175537 7 76 0 1
1631239442 7 77 0 1
1631240627 7 78 0 1
1631241818 7 79 0 1
1631243635 7 80 0 1
1631245559 7 81 0 1
1631245648 7 82 0 1
1631251913 7 83 0 1
1631253785 7 84 0 1
1631258453 7 85 0 1
1631674603 7 86 0 1
1632307624 8 86 0 1
1632644978 9 86 0 1
1632657531 10 86 0 1
1632885525 10 87 0 1
1632885556 10 88 0 1
1633923578 10 88 0 2
1633924429 10 88 0 3
1634031668 10 89 0 3
1634031690 10 90 0 3
1634031960 10 91 0 3
1634032096 10 92 0 3
1634032144 10 93 0 3
1634033012 10 94 0 3
1634089433 10 95 0 3
1634180892 10 96 0 3
1634182463 10 97 0 3
1634293728 10 97 0 4
1634524316 10 97 0 5
1634540562 10 98 0 5
1634805800 10 99 0 5
1635306509 10 100 0 5
1635413655 10 101 0 5
1636438557 11 101 0 5
1637222831 11 102 0 5
1638174468 11 103 0 5
1638256693 11 104 0 5
1638352366 11 105 0 5
1638777740 11 106 0 5
1639402078 12 106 0 5
1639402093 13 106 0 5
1639402321 14 106 0 5
1639402787 15 106 0 5
1640054443 15 107 0 5
1640054454 15 108 0 5
1644821200 15 109 0 5
1644888371 15 110 0 5
1644991532 15 111 0 5
1645013489 15 112 0 5
1645070295 15 113 0 5
1645082373 15 114 0 5
1649406491 15 115 0 5
1649758450 15 116 0 5
1649822715 15 117 0 5
1649845582 15 118 0 5
1649845887 15 119 0 5
1649992905 15 120 0 5
1650335735 15 121 0 5
1650363924 15 122 0 5
1650419311 15 123 0 5
1650421019 16 123 0 5
1650421035 17 123 0 5
1650438864 18 123 0 5
1650438879 19 123 0 5
1650447647 20 123 0 5
1650458442 21 123 0 5
1650458877 22 123 0 5
1650509624 23 123 0 5
1650784048 24 123 0 5
1650786698 25 123 0 5
1650791111 26 123 0 5
1650792622 27 123 0 5
1650795024 28 123 0 5
1650866024 29 123 0 5
1650866181 30 123 0 5
1650871148 31 123 0 5
1650871902 32 123 0 5
1650872349 33 123 0 5
1650872530 34 123 0 5
1650873658 35 123 0 5
1650874922 36 123 0 5
1650889883 37 123 0 5
1650937789 38 123 0 5
1650958297 39 123 0 5
1650958412 40 123 0 5
1650958735 41 123 0 5
1650958826 42 123 0 5
1650969046 43 123 0 5
1650969358 44 123 0 5
1650969756 45 123 0 5
1650972980 46 123 0 5
1650973080 47 123 0 5
1650973220 48 123 0 5
1650975507 49 123 0 5
1651148748 50 123 0 5
1651148869 51 123 0 5
1651200944 52 123 0 5
1651202593 53 123 0 5
1651202938 54 123 0 5
1651211259 55 123 0 5
1651225648 56 123 0 5
1651742142 57 123 0 5
1651756698 58 123 0 5
1651804445 59 123 0 5
1651843396 60 123 0 5
1651895070 61 123 0 5
1651908702 62 123 0 5
1651929439 63 123 0 5
1652068674 64 123 0 5
1652084616 65 123 0 5
1652150409 66 123 0 5
1652157676 67 123 0 5
1652158123 68 123 0 5
1652165973 69 123 0 5
1652178067 70 123 0 5
1652187072 71 123 0 5
1652187198 72 123 0 5
1652191530 73 123 0 5
1652191837 74 123 0 5
1652191864 75 123 0 5
1652191898 76 123 0 5
1652193182 77 123 0 5
1652277088 78 123 0 5
1652277899 79 123 0 5
1652278958 80 123 0 5
1652318906 81 123 0 5
1652325245 82 123 0 5
1652326062 83 123 0 5
1652326678 84 123 0 5
1652326776 85 123 0 5
1652338231 86 123 0 5
1652339938 87 123 0 5
1652340467 88 123 0 5
1652340705 89 123 0 5
1652341727 90 123 0 5
1652342945 91 123 0 5
1652343464 92 123 0 5
1652343629 93 123 0 5
1652343986 94 123 0 5
1652344507 95 123 0 5
1652413084 95 124 0 5
1652421878 96 124 0 5
1652421986 97 124 0 5
1652422397 98 124 0 5
1652422595 99 124 0 5
1652506972 100 124 0 5
1652516165 101 124 0 5
1652516200 102 124 0 5
1652516309 103 124 0 5
1652516434 104 124 0 5
1652518546 105 124 0 5
1652518579 106 124 0 5
1652519970 107 124 0 5
1652522388 108 124 0 5
1652522811 109 124 0 5
1652523963 110 124 0 5
1652525710 111 124 0 5
1652528313 112 124 0 5
1652584853 113 124 0 5
1652586408 114 124 0 5
1652602956 115 124 0 5
1652603299 116 124 0 5
1652605920 117 124 0 5
1652673493 118 124 0 5
1652766918 119 124 0 5
1652767035 120 124 0 5
1652767428 121 124 0 5
1652768898 122 124 0 5
1652769005 123 124 0 5
1652770720 124 124 0 5
1652770786 125 124 0 5
1652771105 126 124 0 5
1652771141 127 124 0 5
1652771339 128 124 0 5
1652772018 129 124 0 5
1652772769 130 124 0 5
1652774208 131 124 0 5
1652774285 132 124 0 5
1652775266 133 124 0 5
1652775387 134 124 0 5
1652776835 135 124 0 5
1652776995 136 124 0 5
1652777270 137 124 0 5
1652777919 138 124 0 5
1652778629 139 124 0 5
1652856330 140 124 0 5
1652857675 141 124 0 5
1652876970 142 124 0 5
1653356091 143 124 0 5
1653457719 144 124 0 5
1653458433 145 124 0 5
1653464922 146 124 0 5
1653546802 147 124 0 5
1653551665 148 124 0 5
1653559108 149 124 0 5
1653635586 150 124 0 5
1653641571 151 124 0 5
1653979708 152 124 0 5
1654062262 153 124 0 5
1654070550 154 124 0 5
1654071424 155 124 0 5
1654074540 156 124 0 5
1654074715 157 124 0 5
1654075413 158 124 0 5
1654075451 159 124 0 5
1654084545 160 124 0 5
1654155422 160 125 0 5
1654156555 160 126 0 5
1656484768 161 126 0 5
1656484801 162 126 0 5
1656490939 162 127 0 5
1656573579 163 127 0 5
1656573604 164 127 0 5
1656640153 165 127 0 5
1656664716 166 127 0 5
1656666601 167 127 0 5
1656917890 168 127 0 5
1656924392 169 127 0 5
1656924538 170 127 0 5
1658805865 171 127 0 5
1658824640 172 127 0 5
1658892100 173 127 0 5
1658903989 174 127 0 5
1658909184 175 127 0 5
1658909296 176 127 0 5
1658917006 177 127 0 5
1658973549 178 127 0 5
1658973863 179 127 0 5
1658978252 180 127 0 5
1658978565 181 127 0 5
1658990159 181 128 0 5
1658990303 181 129 0 5
1659006933 182 129 0 5
1659006957 183 129 0 5
1659009794 184 129 0 5
1659060441 185 129 0 5
1659337166 186 129 0 5
1659423135 187 129 0 5
1659599612 188 129 0 5
1659667446 189 129 0 5
1659667583 190 129 0 5
1660189797 190 130 0 5
1660189806 190 131 0 5
1661152007 191 131 0 5
1661152017 192 131 0 5
1662368709 193 131 0 5
1663826666 194 131 0 5
1666856881 195 131 0 5
1672713928 196 131 0 5
1673347843 197 131 0 5
1673349750 198 131 0 5
1675320319 199 131 0 5
1675321462 200 131 0 5
1675405356 201 131 0 5
1678427601 202 131 0 5
1680509294 202 132 0 5
1680509528 202 133 0 5
1686048135 203 133 0 5
1686106628 204 133 0 5
1686116779 205 133 0 5
1686193381 206 133 0 5
1687332923 207 133 0 5
1687333095 208 133 0 5
1687334688 209 133 0 5
1687340568 210 133 0 5
1687340769 211 133 0 5
1687341763 212 133 0 5
1687678400 213 133 0 5
1687763251 214 133 0 5
1687833072 215 133 0 5
1687867235 216 133 0 5
1687867253 217 133 0 5
1687867492 218 133 0 5
1687869185 219 133 0 5
1687873098 220 133 0 5
1687919701 221 133 0 5
1687920049 222 133 0 5
1687934933 223 133 0 5
1688021300 224 133 0 5
1688548817 225 133 0 5
1688553575 226 133 0 5
1688553996 227 133 0 5
1688559346 228 133 0 5
1688559919 229 133 0 5
1688564442 230 133 0 5
1688564619 231 133 0 5
1688564797 232 133 0 5
1688615463 233 133 0 5
1688623382 234 133 0 5
1688624080 235 133 0 5
1688694171 236 133 0 5
1688978736 237 133 0 5
1689045537 238 133 0 5
1689045812 239 133 0 5
1689058690 240 133 0 5
1689235157 241 133 0 5
1689235553 242 133 0 5
1689235832 243 133 0 5
1689236454 244 133 0 5
1689237488 245 133 0 5
1689237838 246 133 0 5
1689238058 247 133 0 5
1689238290 248 133 0 5
1689238547 249 133 0 5
1689239280 250 133 0 5
1689239496 251 133 0 5
1689239840 252 133 0 5
1689241423 253 133 0 5
1689241974 254 133 0 5
1689242447 255 133 0 5
1689244492 256 133 0 5
1689245906 257 133 0 5
1689248263 258 133 0 5
1689248459 259 133 0 5
1689248524 260 133 0 5
1689253217 261 133 0 5
1689305913 262 133 0 5
1689313381 262 134 0 5
1689313415 262 135 0 5
1689316898 262 136 0 5
1689559882 263 136 0 5
1689559922 264 136 0 5
1689586471 265 136 0 5
1689596504 266 136 0 5
1689646644 267 136 0 5
1689648289 268 136 0 5
1689658433 269 136 0 5
1689659810 270 136 0 5
1689822411 271 136 0 5
1689934385 272 136 0 5
