1556012388 0 0
1556017719 3706 0
1556110094 4113 0
1556157998 4186 0
1556161073 4186 40
1556161312 4190 40
1556182476 5444 40
1556182542 5445 40
1556193912 5499 40
1556195658 5537 40
1556195879 5539 40
1556198133 5576 40
1556200721 5610 40
1556201035 5613 40
1556201100 5617 40
1556420283 5629 40
1556433388 5636 40
1556436316 5668 40
1556446137 5669 40
1556614465 5669 105
1557911510 5687 105
1557911579 5687 105
1558083116 5966 105
1558338221 5966 132
1558338228 5966 132
1558351081 6300 132
1558352229 6300 132
1558353388 6301 132
1558403013 6362 132
1558494132 6374 132
1558522462 6388 132
1558592771 7910 132
1558593541 7919 132
1558593923 7919 144
1558594180 7930 144
1558596965 7931 144
1558609046 7952 144
1558609284 8090 144
1558609951 8096 144
1558613471 8096 160
1558670657 8110 160
1558670943 8112 160
1558674254 8134 160
1558681056 8138 160
1559216348 8320 160
1559290575 8366 160
1560140214 8495 160
1560158766 8497 160
1560167696 8498 160
1560219023 8552 160
1560415572 8572 160
1561362206 8573 160
1561542339 8591 160
1562227865 8779 160
1562291290 8780 160
1562298470 8795 160
1562549459 8827 160
1562758407 8947 160
1562760637 8961 160
1562812295 8973 160
1562814299 8976 160
1562847384 8976 162
1563768130 8982 162
1565953502 9092 162
1566211392 9092 162
1566284191 9098 162
1566292916 9195 162
1566872674 9195 164
1566898082 9197 164
1567044105 9209 164
1567411110 9368 164
1567429401 9423 164
1567434425 9432 164
1571364153 9439 164
1574145541 9600 164
1574307778 9721 164
1574651507 9729 164
1575458528 9732 164
1576839055 9891 164
1577177564 10165 164
1577243274 10227 164
1577341978 10281 164
1577344070 10284 164
1577952869 10370 164
1578019825 10383 164
1578035507 10401 164
1578036124 10403 164
1578382424 10411 164
1578555248 10496 164
1584610678 10497 164
1588075436 11581 164
1589973257 11635 164
1589973382 11649 164
1591177313 12271 164
1596106039 12313 164
1597660672 12644 164
1597669473 12756 164
1597916789 13552 164
1598174984 13589 164
1598947908 13602 164
1599453156 14081 164
1599453300 14292 164
1599479143 14344 164
1600399244 14346 164
1600843016 14482 164
1600922428 14482 656
1600924929 14482 656
1600928341 14482 656
1600929107 14482 657
1601005224 14616 657
1601005234 14616 657
1601017526 14616 657
1601017535 14616 657
1601017636 14616 661
1605096415 15071 661
1606986401 15073 661
1607339436 15078 661
1607583555 15171 661
1607585708 15229 661
1607588965 15239 661
1608706439 15239 661
1609402315 15259 661
1609402322 15259 661
1611108993 15259 1505
1611109029 15259 1506
1611109122 15259 1506
1611109906 15259 1566
1611110670 15259 1634
1611110901 15259 1643
1611110948 15259 1644
1611111784 15259 1652
1611112069 15259 1658
1611205226 15259 1660
1611235936 15259 1668
1611284727 15287 1668
1611296611 15399 1668
1612232022 15399 1670
1612232040 15399 1670
1615197640 15473 1670
1615197650 15473 1670
1615205184 15478 1670
1615518114 15494 1670
1615528808 15494 1670
1617262855 15557 1670
1617328030 15576 1670
1617331071 15580 1670
1617783039 15585 1670
1619599252 15631 1670
1626774394 15631 2116
1626774463 15631 2116
1628243578 15637 2116
1629017350 15641 2116
1629964904 15652 2116
1631857577 15652 2121
1635306257 15684 2121
1635306268 15684 2121
1635413615 15689 2121
1637223722 15956 2121
1637742215 15957 2121
1638174505 15969 2121
1638256766 16007 2121
1638327991 16008 2121
1638429428 16028 2121
1638516703 16028 2130
1640054561 16059 2130
1649407427 16070 2130
1649758277 16135 2130
1649822625 16552 2130
1649992744 16567 2130
1652694049 16568 2130
1652694292 16569 2130
1652767538 16734 2130
1653546717 16734 3144
1653558395 16734 3184
1653559066 16734 3187
1653560857 16734 3353
1653560915 16734 3355
1653564887 16734 3359
1653632864 16734 3411
1653641719 16734 3662
1654047804 16734 3666
1654084507 16734 3670
1656491004 16739 3670
1658990182 16748 3670
1659495996 16748 4127
1659496007 16748 4127
1659496424 16748 4130
1659515698 16748 4132
1659599539 16748 4136
1659667466 16748 4180
1659667595 16748 4181
1660189860 16761 4181
1660189873 16761 4181
1662368919 16761 4185
1662368934 16761 4185
1678697494 16761 5098
1678700752 16761 5099
1678702416 16761 5107
1678703049 16761 5113
1678703158 16761 5115
1678705843 16761 5121
1678705886 16761 5122
1678782850 16761 5123
1680509200 16762 5123
1682401642 16762 5268
1682401655 16762 5268
1688025334 16873 5268
1691045220 16880 5268
